"","Protein","x"
"4284","Q15382","hsa04150 hsa04151 hsa04152 hsa04910 hsa04919 hsa05231"
"4285","Q5U651",""
"4286","Q92963",""
"4287","Q99578",""
"4288","Q13972","hsa04010 hsa04014 hsa04510"
"4289","O14827","hsa04010 hsa04014"
"4290","Q7L523","hsa04150"
"4291","Q5VZM2","hsa04150"
"4292","Q9HB90","hsa04150"
"4293","Q9NQL2","hsa04150"
"4294","Q15404",""
"4295","Q8N9B8",""
"4296","Q0VAM2",""
"4297","Q8N431",""
"4298","O94761",""
"4299","O94762",""
"4300","P46063",""
"4301","Q9H9A7","hsa03460"
"4302","Q96E14","hsa03460"
"4303","P18577",""
"4304","Q02161",""
"4305","Q9H310",""
"4306","Q9UBD6",""
"4307","Q02094",""
"4308","P52565","hsa04722 hsa04962"
"4309","P52566","hsa04722 hsa04962"
"4310","Q99819","hsa04722 hsa04962"
"4311","Q07960",""
"4312","A1A4S6","hsa05100"
"4313","Q6P4F7",""
"4314","Q3KRB8",""
"4315","Q8IWW6",""
"4316","Q53QZ3",""
"4317","Q68EM7",""
"4318","Q8N392",""
"4319","Q14CB8",""
"4320","Q9P2F6",""
"4321","Q5T5U3",""
"4322","Q7Z5H3",""
"4323","Q9P227",""
"4324","Q8N264",""
"4325","P42331",""
"4326","Q9UNA1",""
"4327","Q6ZUM4",""
"4328","Q9P2N2",""
"4329","Q52LW3",""
"4330","Q7Z6I6",""
"4331","Q2M1Z3",""
"4332","A7KAX9",""
"4333","O14559",""
"4335","Q6ZRI8",""
"4336","Q9C0H5",""
"4337","P98171",""
"4338","Q5TG30",""
"4339","A6NI28",""
"4340","Q17R89",""
"4341","Q92619",""
"4342","Q13017","hsa04510 hsa04670"
"4343","O43182",""
"4344","P85298",""
"4345","Q9BRR9",""
"4346","Q13464","hsa04022 hsa04024 hsa04062 hsa04071 hsa04270 hsa04350 hsa04360 hsa04510 hsa04611 hsa04670 hsa04810 hsa04921 hsa05130 hsa05131 hsa05132 hsa05200 hsa05205 hsa05206"
"4348","Q92730","hsa04360"
"4349","P52198",""
"4350","P61587",""
"4351","Q92888","hsa04270 hsa04611 hsa04810 hsa05200 hsa05205"
"4352","Q9HCE6",""
"4353","O15013",""
"4354","O15085","hsa04270 hsa05200"
"4355","Q9NZN5","hsa04270 hsa04360 hsa04611 hsa04810 hsa05152 hsa05200 hsa05205"
"4356","O94989",""
"4357","Q5VV41",""
"4358","Q96PE2",""
"4359","Q8IW93",""
"4360","Q86VW2",""
"4361","Q96DR7","hsa05100"
"4362","Q8N1W1",""
"4363","Q9NR81",""
"4364","A8MVX0",""
"4365","A5YM69",""
"4366","A1IGU5",""
"4367","Q9NXL2",""
"4368","Q8N4T4",""
"4369","A0A1B0GW54, Q9NR80","hsa04810"
"4370","Q8TER5",""
"4371","Q12774",""
"4373","O94844","hsa04120"
"4374","Q9BYZ6","hsa04120"
"4375","O94955",""
"4376","Q6ZSZ5",""
"4377","Q92974","hsa05130"
"4378","Q8NHV9",""
"4379","Q9BQY4",""
"4380","P0C7M4",""
"4381","Q8TAC1",""
"4382","Q9Y265","hsa04310"
"4383","Q9Y230",""
"4384","P10523",""
"4385","Q9BY12",""
"4386","P63208","hsa04110 hsa04114 hsa04120 hsa04141 hsa04310 hsa04350 hsa04710 hsa05168"
"4387","Q13309","hsa04068 hsa04110 hsa04120 hsa05168 hsa05169 hsa05200 hsa05203 hsa05222"
"4388","Q15513",""
"4389","Q8N5C6",""
"4390","P23297",""
"4391","P60903",""
"4392","P31949",""
"4393","P80511",""
"4394","Q99584",""
"4395","Q9HCY8",""
"4396","Q96FQ6",""
"4397","P29034",""
"4398","P33764",""
"4399","P26447",""
"4400","P33763",""
"4401","P06703",""
"4402","Q5SY68",""
"4403","P31151",""
"4404","Q86SG5",""
"4405","P05109",""
"4406","P06702",""
"4407","P04271",""
"4408","P29377","hsa04978"
"4409","P25815",""
"4410","Q8WXG8",""
"4411","Q96BU1",""
"4412","Q9NTJ5",""
"4413","A6NKF1",""
"4414","Q9NWH9",""
"4415","Q96ES7",""
"4417","O94885",""
"4418","O75995",""
"4419","Q9NSI8",""
"4420","O95238",""
"4421","Q9Y512",""
"4422","P82979",""
"4423","Q9UHR5",""
"4424","Q9HAJ7",""
"4425","Q6UVJ0",""
"4426","Q01826",""
"4427","Q9UPW6",""
"4428","Q9NPB0",""
"4429","Q9Y3A5","hsa03008"
"4430","P57086",""
"4431","Q9GZW5",""
"4432","Q15468",""
"4433","A2VEC9",""
"4434","O75880",""
"4435","O43819",""
"4436","Q9UJQ7",""
"4437","Q96KG9",""
"4438","Q6P3W7",""
"4439","Q8IZE3",""
"4440","Q9NVU7",""
"4441","Q6IQ49",""
"4442","Q9H7L9",""
"4443","Q9HB31",""
"4444","P67812","hsa03060"
"4445","P0C7V7",""
"4446","Q9BY50","hsa03060"
"4447","P55735","hsa03013 hsa04141"
"4448","Q86VW0",""
"4449","Q92503",""
"4450","O76054",""
"4451","Q9UDX4",""
"4452","Q9UDX3",""
"4453","O43304",""
"4454","B5MCN3",""
"4455","O15027",""
"4456","Q96JE7",""
"4457","Q96IW7",""
"4458","O75396","hsa04130 hsa04145 hsa05134"
"4459","Q9BRL7",""
"4460","Q9Y6Y8",""
"4461","O95486","hsa04141"
"4462","O95487","hsa04141"
"4463","P53992","hsa04141"
"4464","O94855","hsa04141"
"4466","Q9NQW1","hsa04141"
"4467","Q99442","hsa03060 hsa04141"
"4468","Q9UGP8","hsa03060 hsa04141"
"4469","Q93073",""
"4470","Q96T21",""
"4471","Q96EE3","hsa03013"
"4472","Q9UBV2","hsa04141"
"4473","Q68CR1",""
"4474","Q5TEA6","hsa04141"
"4475","Q8NC51",""
"4476","Q9UHV2",""
"4477","Q14140",""
"4478","Q9UJW9",""
"4479","Q9NUC0",""
"4480","Q5TG53",""
"4481","Q8NB12",""
"4482","Q9NRG4",""
"4483","Q9H7B4",""
"4484","Q8IYR2",""
"4485","O95248",""
"4486","Q86WG5",""
"4487","Q9Y6X0",""
"4488","Q53H47","hsa00310"
"4489","Q15047","hsa00310 hsa04550"
"4490","Q96T68","hsa00310"
"4491","O15047","hsa00310"
"4492","Q9UPS6","hsa00310"
"4493","Q9BYW2","hsa00310"
"4494","Q86TU7",""
"4495","Q9NVD3",""
"4496","Q9C0A6",""
"4497","Q8TBK2",""
"4498","Q8NE22",""
"4499","Q8WTS6","hsa00310 hsa04068"
"4500","Q01105",""
"4501","P0DME0",""
"4502","A8K8P3",""
"4503","Q8WV19",""
"4504","O95562",""
"4505","Q587I9",""
"4506","Q9HBY8","hsa04068 hsa04151"
"4507","Q9Y2Z0","hsa04621"
"4508","O60880","hsa04650 hsa05162"
"4509","O14796","hsa04650"
"4510","Q9NP31","hsa04370"
"4511","Q9BRG2",""
"4512","Q8N5H7",""
"4513","Q9H788",""
"4514","Q5SQS7",""
"4515","Q6ZV89",""
"4516","Q7Z4S9",""
"4517","A6NKC9",""
"4518","Q15464",""
"4519","Q9NRF2","hsa04722"
"4520","O14492","hsa04722 hsa04910"
"4521","Q9UQQ2","hsa04722"
"4522","Q5TCZ1",""
"4523","A1X283",""
"4524","Q96HL8",""
"4525","Q6ZMT1",""
"4526","Q96MF2",""
"4527","Q99469",""
"4528","Q9Y566","hsa04724"
"4529","Q9UPX8","hsa04724"
"4530","Q9BYB0","hsa04724"
"4531","Q7L8J4",""
"4532","Q9BQI5",""
"4533","Q8TE82",""
"4534","Q8TF17",""
"4535","Q9UJC5",""
"4536","Q9H299",""
"4537","O75368",""
"4538","P55822",""
"4539","Q52WX2",""
"4540","P0C263",""
"4541","P0C264",""
"4542","Q9Y3L3",""
"4543","P78314","hsa04650"
"4544","Q9P0V3",""
"4545","O60239",""
"4546","Q5HYK7",""
"4547","A4FU49",""
"4548","Q99961","hsa04144"
"4549","Q99962","hsa04144"
"4550","Q99963","hsa04144"
"4551","Q9Y371","hsa04144"
"4552","Q9NR46","hsa04144"
"4553","Q96B97","hsa04144"
"4554","Q7Z6J0",""
"4555","Q8TEC5",""
"4556","Q8TEJ3",""
"4557","Q8TBC3",""
"4558","Q9H0F6",""
"4559","Q9BTD1",""
"4560","P29353","hsa04012 hsa04014 hsa04062 hsa04510 hsa04650 hsa04722 hsa04910 hsa04915 hsa04917 hsa05034 hsa05100 hsa05206 hsa05214 hsa05220"
"4561","P98077","hsa04012 hsa04014 hsa04062 hsa04370 hsa04510 hsa04650 hsa04722 hsa04910 hsa04915 hsa04917 hsa05034 hsa05100 hsa05214 hsa05220"
"4562","Q92529","hsa04012 hsa04014 hsa04062 hsa04510 hsa04650 hsa04722 hsa04910 hsa04915 hsa04917 hsa05034 hsa05100 hsa05214 hsa05220"
"4563","Q6S5L8","hsa04012 hsa04014 hsa04062 hsa04510 hsa04650 hsa04722 hsa04910 hsa04915 hsa04917 hsa05034 hsa05100 hsa05206 hsa05214 hsa05220"
"4564","Q9BZQ2",""
"4565","Q8NEM2",""
"4566","Q9UQ13",""
"4567","Q6PI26",""
"4568","Q9NXL6",""
"4569","Q8NBJ9",""
"4570","Q8N7X8",""
"4571","Q9Y2K2",""
"4572","Q9H173","hsa04141"
"4573","Q96ST3","hsa04919 hsa05016 hsa05202"
"4574","O75182",""
"4575","O15304",""
"4576","Q15475","hsa05202"
"4577","Q9NPC8",""
"4578","O95343",""
"4579","Q9UIU6","hsa05202"
"4580","Q8N196",""
"4581","O95475",""
"4582","P84550",""
"4583","Q2VWA4",""
"4584","P12757","hsa04550"
"4585","P12755",""
"4586","Q1XH10",""
"4587","Q8ND83",""
"4588","Q9P270",""
"4589","Q96DU3",""
"4590","Q9NQ25",""
"4591","Q9P0V8",""
"4592","Q96A28",""
"4593","Q9NR83",""
"4595","Q15599","hsa04960"
"4596","Q96PX8",""
"4597","Q9H156",""
"4598","O94933",""
"4599","Q8IW52",""
"4600","O94991",""
"4601","Q9H5Y7",""
"4602","Q7Z6B7","hsa04360"
"4603","O75044","hsa04360"
"4604","P0DMP2",""
"4605","P0DJJ0",""
"4606","O43295","hsa04360"
"4607","Q6UWF3",""
"4608","O95391","hsa03040"
"4609","Q9BQ83","hsa03460"
"4610","Q5VYV7",""
"4611","Q8IY92","hsa03460"
"4612","Q15797","hsa04350 hsa04390 hsa04550 hsa05202"
"4613","Q15796","hsa04068 hsa04110 hsa04144 hsa04350 hsa04390 hsa04520 hsa04550 hsa05142 hsa05166 hsa05200 hsa05210 hsa05212 hsa05321"
"4614","P84022","hsa04068 hsa04110 hsa04144 hsa04350 hsa04390 hsa04520 hsa04550 hsa05142 hsa05166 hsa05200 hsa05210 hsa05212 hsa05321"
"4615","Q13485","hsa04068 hsa04110 hsa04310 hsa04350 hsa04390 hsa04520 hsa04550 hsa05161 hsa05166 hsa05200 hsa05210 hsa05212 hsa05220"
"4616","Q99717","hsa04350 hsa04550"
"4617","O43541","hsa04350"
"4618","O15105","hsa04350"
"4619","O15198","hsa04350 hsa04550"
"4620","Q9HCE7","hsa04120 hsa04144 hsa04350"
"4621","Q9HAU4","hsa04120 hsa04144 hsa04350"
"4622","Q9Y6J3",""
"4623","Q9BQI6",""
"4624","Q8IX21",""
"4625","Q96Q15","hsa03015"
"4626","Q9UPR3","hsa03015"
"4627","Q86US8","hsa03015"
"4628","Q92540","hsa03015"
"4629","Q8ND04",""
"4630","Q9H0W8",""
"4631","Q6GMV2",""
"4632","O95295",""
"4633","Q9HBX3",""
"4634","Q9NRH2",""
"4635","Q149N8",""
"4636","Q96H20","hsa04144"
"4637","Q9Y675",""
"4638","B1AK76",""
"4639","P55769","hsa03008 hsa03040"
"4641","Q5TF21",""
"4642","P18583",""
"4643","Q07889","hsa04010 hsa04012 hsa04014 hsa04062 hsa04068 hsa04151 hsa04320 hsa04510 hsa04540 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04722 hsa04810 hsa04910 hsa04912 hsa04915 hsa04917 hsa05034 hsa05160 hsa05200 hsa05205 hsa05206 hsa05211 hsa05213 hsa05214 hsa05215 hsa05220 hsa05221 hsa05223 hsa05231"
"4644","Q07890","hsa04010 hsa04012 hsa04014 hsa04062 hsa04068 hsa04151 hsa04320 hsa04510 hsa04540 hsa04630 hsa04650 hsa04660 hsa04662 hsa04664 hsa04722 hsa04810 hsa04910 hsa04912 hsa04915 hsa04917 hsa05034 hsa05160 hsa05200 hsa05205 hsa05206 hsa05211 hsa05213 hsa05214 hsa05215 hsa05220 hsa05221 hsa05223 hsa05231"
"4645","P23497","hsa05168 hsa05203"
"4646","Q9HB58",""
"4647","Q9H930",""
"4648","Q13342",""
"4649","Q9NS25",""
"4650","Q9NY87",""
"4651","Q9BXN6",""
"4652","Q5VSR9",""
"4653","Q5MJ10",""
"4654","Q5MJ09",""
"4655","Q5MJ08",""
"4656","Q5MJ07",""
"4657","Q8N9U9",""
"4658","Q14515",""
"4659","Q9H4F8",""
"4660","Q9H3U7",""
"4661","Q08629",""
"4662","Q92563",""
"4663","Q9BQ16",""
"4664","Q5TZJ5",""
"4665","Q5VYP0",""
"4666","Q5VU36",""
"4667","Q5VVP1",""
"4668","Q8IWB4",""
"4669","P0DKV0",""
"4670","B4DYI2",""
"4671","Q6ZQQ2",""
"4672","P0C874",""
"4673","Q6ZUB0",""
"4674","Q6ZUB1",""
"4675","Q8NBT2",""
"4676","Q9HBM1",""
"4677","Q15772",""
"4678","P0CW21",""
"4679","Q9UQ90",""
"4680","Q2M3C7",""
"4681","Q9Y5K1",""
"4682","Q6ZMY3",""
"4683","Q5T280",""
"4684","Q8NCJ5",""
"4685","Q8WW59",""
"4686","Q5W111",""
"4687","Q9Y5B9",""
"4688","Q68D10",""
"4689","Q8NEM7",""
"4690","Q3ZLR7",""
"4691","P0C7V6",""
"4692","O75486","hsa05202"
"4693","P63272",""
"4694","O00267",""
"4695","Q7KZ85",""
"4696","O94864",""
"4697","A0A0U1RRN3",""
"4698","Q9H7N4",""
"4699","Q99590",""
"4700","O95104",""
"4701","Q9UPN6",""
"4702","Q9GZT3",""
"4703","Q9C0H9",""
"4704","P12931","hsa04012 hsa04015 hsa04062 hsa04144 hsa04370 hsa04510 hsa04520 hsa04530 hsa04540 hsa04611 hsa04727 hsa04750 hsa04810 hsa04912 hsa04915 hsa04917 hsa04919 hsa04921 hsa05100 hsa05120 hsa05131 hsa05152 hsa05161 hsa05203 hsa05205 hsa05219"
"4705","Q12770",""
"4706","Q8N9Q2",""
"4708","Q9Y5M8","hsa03060"
"4709","Q9UH36",""
"4710","Q96SB4","hsa05168"
"4711","P78362",""
"4712","Q9UPE1",""
"4713","O00570",""
"4714","P56693",""
"4715","P35716",""
"4716","O15370",""
"4717","Q9UN79",""
"4718","O95416",""
"4719","O60248",""
"4720","Q9H6I2","hsa04310"
"4721","P35713",""
"4722","P48431","hsa04390 hsa04550"
"4723","Q9Y651",""
"4724","P41225",""
"4725","O94993",""
"4726","Q06945",""
"4727","P35711",""
"4728","P35712",""
"4729","Q9BT81",""
"4730","P57073",""
"4731","P48436","hsa04024"
"4732","O43805",""
"4733","Q9UHA2",""
"4734","Q15532","hsa05202"
"4735","O75177",""
"4736","Q7Z2R9",""
"4737","Q9NP77","hsa03015"
"4738","Q16384","hsa05202"
"4739","Q9Y2D8","hsa04520"
"4740","Q16385","hsa05202"
"4741","Q99909",""
"4742","O60224",""
"4743","O60225",""
"4744","Q7RTT6",""
"4745","Q7RTT5",""
"4746","Q7RTT4",""
"4747","Q7RTT3",""
"4748","O60284",""
"4749","Q8NBB2",""
"4750","Q11201","hsa00512 hsa00533 hsa00603 hsa00604 hsa01100"
"4751","Q16842","hsa00512 hsa00533 hsa00603 hsa00604 hsa01100"
"4752","Q11203","hsa00514 hsa00533 hsa00601 hsa01100"
"4753","Q11206","hsa00601 hsa01100"
"4754","Q9UNP4","hsa00604 hsa01100"
"4755","Q9Y274","hsa00601 hsa01100"
"4756","Q9NSC7","hsa00512 hsa01100"
"4757","Q9UJ37",""
"4758","Q8NDV1","hsa00604 hsa01100"
"4759","Q9H4F1","hsa00604 hsa01100"
"4760","Q9BVH7","hsa00604 hsa01100"
"4761","Q969X2","hsa00604 hsa01100"
"4762","P15907","hsa00510 hsa00514 hsa01100"
"4763","Q96JF0","hsa00510 hsa00514 hsa01100"
"4764","Q92185","hsa00601 hsa00603 hsa00604 hsa01100"
"4765","Q92186",""
"4766","O43173",""
"4767","Q92187",""
"4768","O15466","hsa00604 hsa01100"
"4769","P61647",""
"4770","Q96FJ0",""
"4771","O95630","hsa04144"
"4772","O95772",""
"4773","Q9H2G2","hsa04114"
"4774","Q7RTN6","hsa04150 hsa04152"
"4775","Q9C0K7","hsa04152"
"4776","Q9UHE8","hsa04978"
"4777","Q6NZ63",""
"4778","Q8NFT2","hsa04978"
"4779","Q658P3","hsa04115"
"4780","Q687X5",""
"4781","Q9UNE7","hsa04120 hsa04141"
"4782","Q9H668",""
"4783","P46977","hsa00510 hsa01100 hsa04141"
"4785","P53999",""
"4786","Q9UMX1","hsa04340 hsa05200 hsa05217"
"4787","Q8NDZ2",""
"4788","Q96LD8",""
"4789","Q9UBE0","hsa04120"
"4790","Q9P0U3",""
"4791","Q96HI0",""
"4792","Q9GZR1",""
"4793","Q9BQF6",""
"4794","Q9HC62","hsa03013 hsa04310"
"4795","Q9H4L4",""
"4796","Q9UBS9",""
"4797","Q15526",""
"4798","Q8IWZ8",""
"4799","Q8IX01",""
"4800","Q7Z422",""
"4801","Q15022",""
"4802","Q8N4V2",""
"4803","Q8N434",""
"4804","Q9UH65",""
"4805","Q92922",""
"4806","Q8TAQ2",""
"4807","Q9NZC9",""
"4808","P28370",""
"4809","P51531",""
"4810","P51532",""
"4811","O60264",""
"4812","Q12824",""
"4813","Q96GM5",""
"4814","Q92925",""
"4815","Q6STE5",""
"4816","Q969G3",""
"4817","Q9H4L7","hsa04550"
"4818","Q86XK3",""
"4819","Q1ZZU3",""
"4820","Q6NVH7",""
"4821","Q5T5J6",""
"4822","O95926","hsa03040"
"4823","Q8N2H4",""
"4824","O94901",""
"4825","Q9UH99",""
"4826","Q8TAQ9",""
"4827","Q8TC36",""
"4828","Q9UHJ3",""
"4829","Q5VUG0",""
"4830","Q15436","hsa04141"
"4831","Q15437","hsa04141"
"4833","Q9H9S3","hsa03060 hsa04141 hsa04145 hsa05110"
"4834","P60468","hsa03060 hsa04141 hsa04145 hsa05110"
"4835","P60059","hsa03060 hsa04141 hsa04145 hsa05110"
"4836","Q9HD40","hsa00450 hsa00970"
"4837","Q9H0E3",""
"4838","O00422","hsa03013 hsa03015"
"4839","Q8TEE9",""
"4840","O75446",""
"4842","O60232",""
"4843","P42285","hsa03018"
"4845","Q8TAD8",""
"4846","Q8TEV8",""
"4847","Q8TEV9",""
"4848","Q6ZRS2",""
"4849","P08047","hsa04350 hsa04915 hsa05016 hsa05202 hsa05231"
"4850","Q02086",""
"4851","Q02447",""
"4852","Q02446",""
"4853","Q6BEB4",""
"4854","Q3SY56",""
"4855","Q8TDD2",""
"4856","Q8IXZ3",""
"4857","P0CG40",""
"4858","P17947","hsa04380 hsa05166 hsa05200 hsa05202 hsa05221"
"4859","Q01892",""
"4860","Q8N5J4",""
"4861","Q9H040",""
"4862","Q5VZ18",""
"4863","Q7M4L6",""
"4864","Q96IW2",""
"4865","Q9H6Q3",""
"4866","Q13239",""
"4867","Q9Y365",""
"4868","Q9Y3M8",""
"4869","Q14849",""
"4870","Q96DR4",""
"4871","Q9NSY2",""
"4872","P59095",""
"4873","Q9NQZ5",""
"4874","Q92502",""
"4875","Q9P2P6",""
"4876","Q8IYB8",""
"4877","O15178",""
"4878","A0A075B6Y3",""
"4879","A0A075B6Y9",""
"4880","A0A0B4J248",""
"4881","A0A0B4J238",""
"4882","A0A0B4J240",""
"4883","A0A0B4J245",""
"4884","A0A075B6T6",""
"4885","A0A0B4J271",""
"4886","A0A0B4J241",""
"4887","A0A0B4J235",""
"4888","A0A0A6YYC5",""
"4889","A0A0A6YYK6",""
"4890","A0A0B4J275",""
"4891","A0A075B6X5",""
"4892","A0A0A6YYK7",""
"4893","A0A0B4J234",""
"4894","A0A0B4J274",""
"4895","A0A0B4J279",""
"4896","A0A0B4J277",""
"4897","A0A075B6W5",""
"4898","A0A0B4J272",""
"4899","A0A0B4J276",""
"4900","A0A087WT03",""
"4901","A0A0B4J265",""
"4902","A0A087WT01",""
"4903","A0A0B4J244",""
"4904","A0A087WSZ9",""
"4905","A0A0B4J273",""
"4906","A0A075B6V5",""
"4907","A0A0B4J264",""
"4908","A0A0B4J263",""
"4909","A0A0B4J268",""
"4910","A0A0B4J280",""
"4911","A0A0B4J266",""
"4912","A0A0B4J249",""
"4913","A0A075B6T7",""
"4914","A0A075B6U4",""
"4915","A0A0A6YYK1",""
"4916","A0A0B4J237",""
"4917","A0A0A6YYJ7",""
"4918","A0A0B4J262",""
"4919","A0A075B6T8",""
"4920","A0A087WT02",""
"4921","Q6PIZ9",""
"4922","P01850",""
"4923","A0A5B9",""
"4924","A0A0J9YXA8",""
"4925","A0A0J9YX06",""
"4926","A0A0J9YWP8",""
"4927","A0A0J9YXG5",""
"4928","A0A0J9YXM7",""
"4929","A0A0J9YWX3",""
"4930","A0A0A0MTA7",""
"4931","A0A0A0MT94",""
"4932","A0A0B4J200",""
"4933","A0A0A0MT87",""
"4934","A0A0A0MTA4",""
"4935","A0A0A0MT70",""
"4936","A0A0A0MT78",""
"4937","A0A0K0K1A3",""
"4938","A0A0K0K1G8",""
"4939","A0A0K0K1G6",""
"4940","A0A0K0K1C0",""
"4941","P01733",""
"4942","A0A0B4J2E0",""
"4943","A0A1B0GX78",""
"4944","A0A0A6YYD4",""
"4945","A0A087WV62",""
"4946","A0A087X0M5",""
"4947","A0A075B6N1",""
"4948","A0A1B0GX68",""
"4949","A0A075B6N2",""
"4950","A0A075B6N3",""
"4951","A0A075B6N4",""
"4952","A0A0K0K1C4",""
"4953","A0A0K0K1B3",""
"4954","A0A0C4DH59",""
"4955","A0A0K0K1D8",""
"4956","A0A0J9YXY3",""
"4957","A0A1B0GX49",""
"4958","A0A0K0K1A5",""
"4959","A0A0A6YYG2",""
"4960","A0A0A6YYG3",""
"4961","A0A0J9YX75",""
"4962","A0A1B0GXF2",""
"4963","A0A1B0GX95",""
"4964","A0A1B0GX31",""
"4965","A0A0K0K1E9",""
"4966","A0A1B0GX51",""
"4967","A0A0B4J1U6",""
"4968","B7Z8K6",""
"4969","A0A075B706",""
"4970","A0A1B0GX56",""
"4971","P0CF51",""
"4972","P03986",""
"4973","A0A075B6S0",""
"4974","A0A075B6R0",""
"4975","P03979",""
"4976","A0A0C4DH28",""
"4977","A0A0B4J1U4",""
"4978","A0A0C4DH27",""
"4979","Q99603",""
"4980","B6A8C7",""
"4981","O43435",""
"4982","O75333",""
"4983","Q96SF7",""
"4984","O95935",""
"4985","O60806",""
"4986","Q13207",""
"4987","Q9UMR3",""
"4988","Q9UL17","hsa05321"
"4989","Q9Y458",""
"4990","O15119","hsa04550"
"4991","P57082",""
"4992","Q99593",""
"4993","O95947",""
"4994","Q16650",""
"4995","Q8N103",""
"4996","Q8N3R3",""
"4997","Q13488","hsa00190 hsa01100 hsa04142 hsa04145 hsa04721 hsa04966 hsa05110 hsa05120 hsa05152 hsa05323"
"4998","Q96H15",""
"4999","Q495A1","hsa04514"
"5000","P31314","hsa05202"
"5001","O43763",""
"5002","O43711","hsa05202"
"5003","P57738",""
"5004","P56279","hsa04151"
"5005","O95988","hsa04151"
"5007","Q8IVF5",""
"5008","P01848",""
"5009","A6NLC8",""
"5010","P17542",""
"5011","Q16559",""
"5012","Q96BW9",""
"5013","Q9UHD2","hsa04014 hsa04620 hsa04622 hsa04623 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168 hsa05169"
"5015","Q9UL54","hsa04010"
"5016","Q9H2K8","hsa04010"
"5017","Q9BX59",""
"5018","O15533","hsa04612"
"5019","Q13395",""
"5020","Q13148",""
"5021","Q15633",""
"5022","P82094",""
"5023","Q8IZX4","hsa03022"
"5024","P21675","hsa03022"
"5025","Q12962","hsa03022 hsa05168"
"5026","Q15544","hsa03022"
"5027","Q16514","hsa03022"
"5028","Q15543","hsa03022 hsa05168"
"5029","Q92804","hsa03022 hsa05202"
"5030","Q6P1X5","hsa03022"
"5031","Q5VWG9","hsa03022 hsa05168"
"5032","O00268","hsa03022 hsa05016 hsa05168"
"5033","Q92750","hsa03022 hsa05016 hsa05168"
"5034","O75529","hsa03022 hsa05168"
"5035","Q15542","hsa03022 hsa05168"
"5036","Q9Y6J9","hsa03022 hsa05168"
"5037","P49848","hsa03022 hsa05168"
"5038","Q5H9L4","hsa03022"
"5039","Q15545","hsa03022"
"5040","Q7Z7C8","hsa03022"
"5041","Q16594","hsa03022"
"5042","Q9HBM6","hsa03022 hsa05168"
"5043","Q15573",""
"5044","Q53T94",""
"5045","Q15572",""
"5046","Q9H5J8",""
"5047","P62380","hsa03022 hsa05016 hsa05166 hsa05168 hsa05203"
"5048","Q6SJ96","hsa03022 hsa05016 hsa05166 hsa05168 hsa05203"
"5049","P20226","hsa03022 hsa05016 hsa05166 hsa05168 hsa05203"
"5050","Q6P9B6",""
"5051","A0PJX2",""
"5052","Q8TEA7",""
"5053","Q86TI0","hsa04152"
"5054","Q9BXI6",""
"5055","Q4KMP7",""
"5056","Q8IV04",""
"5057","O60347",""
"5058","Q9NVG8",""
"5059","Q9P2M4",""
"5060","Q8TC07",""
"5061","Q8TBP0",""
"5062","Q9HA65",""
"5063","Q8N5T2",""
"5064","Q9BYX2",""
"5065","Q96BZ9",""
"5066","Q8IYX1",""
"5067","Q8WUA7",""
"5068","Q9NU19",""
"5069","Q9NUY8",""
"5070","Q9ULP9",""
"5071","Q3MII6",""
"5072","Q86UD7",""
"5073","Q2M2D7",""
"5074","Q9UFV1",""
"5075","Q9UPU7",""
"5076","Q9Y2I9",""
"5077","Q96DN5",""
"5078","Q96NH3",""
"5079","A6NDS4",""
"5080","Q8IZP1, Q6IPX1",""
"5081","A0A087X179",""
"5082","A6NER0",""
"5083","Q6DHY5",""
"5084","P0C7X1",""
"5085","A0A087WXS9",""
"5086","A0A087X1G2",""
"5087","B9A6J9",""
"5089","Q92609",""
"5090","Q9P0N9",""
"5091","O95759",""
"5092","Q0IIM8",""
"5093","Q6ZT07",""
"5094","Q66K14",""
"5095","A0A087WVF3",""
"5096","Q96M85",""
"5097","Q9NVR7",""
"5098","A7MCY6","hsa04622"
"5099","Q7Z3E1",""
"5100","P0C1Z6",""
"5101","O95455","hsa01130"
"5102","P28347","hsa04390"
"5103","Q15562","hsa04390"
"5104","Q99594","hsa04390"
"5105","Q15561","hsa04390"
"5106","Q10587",""
"5107","Q02763","hsa04014 hsa04015 hsa04066 hsa04151 hsa05323"
"5109","Q6NXR4",""
"5110","Q86WV5",""
"5111","Q96N21",""
"5112","Q9BSI4",""
"5113","Q9NYB0",""
"5114","A0A0J9YWL9",""
"5115","A0A0J9YY54",""
"5116","Q15750","hsa04010 hsa04064 hsa04380 hsa04620 hsa04621 hsa04668 hsa05140 hsa05145 hsa05168 hsa05169"
"5117","Q9NYJ8","hsa04010 hsa04064 hsa04380 hsa04620 hsa04621 hsa04668 hsa05140 hsa05145 hsa05162 hsa05168 hsa05169"
"5118","Q8N5C8","hsa04064 hsa04621 hsa04668"
"5119","Q15583","hsa04350"
"5120","Q8IUE1",""
"5121","Q8IUE0",""
"5122","Q9GZN2","hsa04350"
"5123","O95411",""
"5124","Q6YHU6",""
"5125","Q9NVV9",""
"5126","Q9P2Z0",""
"5127","Q96EK4",""
"5128","O43422",""
"5129","Q9H0W7",""
"5130","Q8WTV1",""
"5131","Q8WY91",""
"5132","Q7Z6K1",""
"5133","Q8TBB0",""
"5134","Q9BT49",""
